cbsa,cbsa_name,X000,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,max,tmax,total_workers_employed,worker_job_loss_rate
20580,"Eagle Pass, TX",1595,0.1,207.1,2.4,64.1,46.9,23.6,50.8,28.8,20.8,-5,10.8,1,8.2,30.7,202.1,277.2,289.1,315.9,26.1,-5.7,500,100,22490,0.07092
20660,"Easton, MD",1394,0,0.2,2.2,18,52.2,35.6,111.4,50.4,30,-6.4,24.7,48.6,16.1,88.7,45.6,240.9,143.1,428.2,69,-5.1,500,100,17027,0.08184
20700,"East Stroudsburg, PA",6735,0,9.6,20.9,251.8,287.3,191.2,714.9,319.2,107.5,13.7,-7.7,201.3,41.7,241.4,295.7,525.2,438.4,2727.2,343.2,12,5000,200,64018,0.1052
20740,"Eau Claire, WI",5408,2.2,26.2,0.4,94.5,454.7,108,79.8,31.2,84.5,56.5,47.6,86.2,93.7,452.1,428.4,755.4,397.7,1552.2,264.6,392.6,2000,100,75389,0.07174
20780,"Edwards, CO",2851,1.2,12.6,4.5,81.2,2.5,29.8,156.9,95.2,-1,-4.8,117.4,8.1,5.2,22.5,-4.8,106.1,602.2,1401.2,103.9,111.5,2000,250,25632,0.11124
20820,"Effingham, IL",1205,0.1,7.4,1.3,71.7,126.2,31.8,41,15.5,29.8,2,14.2,22.4,10.2,28.4,40.4,177.4,67.7,412.2,48.6,56.6,500,100,17369,0.06938
20900,"El Campo, TX",1284,1.3,230.5,1.4,125.1,87.9,38.7,20.5,16.4,9.8,-8,15.4,2.6,13,23.2,125.8,190.8,55.9,275.4,46.9,11.3,500,100,21348,0.06014
20940,"El Centro, CA",5600,0,-8.6,52.5,191.7,187.3,154.8,779.9,123,137.7,-2.6,29.3,77.2,24.5,179.1,411.4,613.1,349.4,1703.1,285.8,311.1,2000,150,69169,0.08096
20980,"El Dorado, AR",614,3.9,43.5,-3.6,31.4,273.8,-1.3,-83.8,-15.8,-2.7,4,5.2,3.6,-21.5,33.1,-55.8,207.7,6.4,161.4,7.4,17.1,500,100,16786,0.03658
21020,"Elizabeth City, NC",1561,-0.1,-0.2,0,55.6,146.4,31,-10,39.8,22.3,2.7,37.8,27.7,7.4,9.3,212,203.1,131.7,681.5,26.3,-63.5,750,100,25374,0.06151
21060,"Elizabethtown-Fort Knox, KY",3704,1.8,18.6,7.7,23.3,622.5,109,205.7,139.9,69.5,127.2,37.8,150.8,373.7,529.6,51.9,367.5,32.2,648.9,86.8,99.5,750,100,60768,0.06095
21120,"Elk City, OK",530,0,298.9,0.7,38.3,14.3,9.2,-17,18.5,-3,-4.3,2.1,16.4,1.6,5.3,87,20.5,22.9,18.9,0.4,-0.4,500,150,7873,0.06736
21140,"Elkhart-Goshen, IN",5339,0,1.9,3.4,111.6,3473.6,157,70.2,32.7,66.1,23.8,54.7,0.2,10.6,-38.2,412.1,419.7,9.4,319.8,114.1,96.6,5000,200,97425,0.0548
21180,"Elkins, WV",335,0.7,43.4,3.1,-3.3,-11.4,18,6.4,-4.3,2.7,9.2,11.2,9.6,6.9,4.5,-118,100.2,1.9,221.4,6.9,26,250,100,11075,0.03026
21220,"Elko, NV",880,0,-999.1,7.1,64.4,3.6,84.5,87.2,76.5,20.3,6.8,-4,20.1,147.6,103.4,351.5,71.2,31.3,633.8,118.4,55.4,750,250,23804,0.03697
21260,"Ellensburg, WA",1303,0.1,0.5,1.5,75.7,64.6,25.8,-43.7,7,29.4,3.6,-0.8,8.1,0,1.2,186.2,121.6,207.9,515.4,63.4,35.2,750,150,16809,0.07749
21300,"Elmira, NY",4415,2.2,13.6,10.2,147.7,472,125.3,344.8,211.8,-4.2,43.5,32.3,127.1,50.8,288.4,46.7,594.3,207.1,1261.9,244.7,195,2000,150,34493,0.128
21340,"El Paso, TX",20000,0,513.5,58,1197,873.9,625.3,1829.8,368.5,377.3,-129.5,317.4,104.7,146.5,1575.1,2508.4,2200.7,1109.2,5765.6,775.9,-217,10000,200,320101,0.06248
21380,"Emporia, KS",716,0,11.6,-7.5,45.4,173.1,-2.9,-39.7,-9.6,10.1,8.9,16.2,11.6,1.5,7,132.6,108.7,21.8,182.5,16.6,28.6,250,100,16480,0.04347
21420,"Enid, OK",1360,0,401.3,-1.1,119,137,24.8,-63.4,47.1,-2.6,-13,12.8,92,0,44.9,287.8,86.7,123.1,56.8,11.1,-4.5,500,100,24216,0.05616
21460,"Enterprise, AL",688,-4.5,1.1,-5.6,1.2,119.5,7,-69.2,-4.4,6.1,2.2,-0.1,6.8,18,72.3,80.9,177.4,48.4,233.3,6,-8.7,250,100,18099,0.038
21500,"Erie, PA",10938,3.8,23.9,39.6,359.5,1212.2,327.4,1170.8,322.5,152.2,29.8,17.8,308.3,49.7,367.1,568.8,1342.5,752,2998,866.6,25.8,5000,100,118733,0.09213
21540,"Escanaba, MI",1894,4.5,1.4,2.1,41.5,228.6,26.1,103.6,39.6,14.1,7,9.5,29.3,2.1,88,216.7,164.3,60.9,711.9,99.5,43.4,750,100,14424,0.13134
21580,"Española, NM",820,0.8,22.2,1.5,62.4,9.8,5.4,-10.5,18.7,14,14.5,3,51,3.8,5.7,31.3,70.8,91.3,324.9,39.3,60,500,100,10374,0.07903
21640,"Eufaula, AL-GA",310,-1.5,3.5,-3.1,1.3,50.6,3.5,-47.9,-18.5,7.1,0.5,-2.2,3.2,6.4,38.5,31.2,87.3,25.7,120.2,4.7,-0.8,250,100,10514,0.02945
21660,"Eugene, OR",12781,40.2,4.7,1.1,494.7,1060.4,252.9,504.7,297.1,395,62.5,148.5,289,200.6,454.6,2109.7,755.3,1035.8,3931.7,530.3,212.1,5000,100,154619,0.08266
21700,"Eureka-Arcata-Fortuna, CA",4666,-4.2,0.5,15.4,138.6,182.3,73.5,545.4,67,94.1,-3.4,15.3,76.1,0,65.3,371.8,501.3,337.7,1505.1,404.6,280,2000,100,47589,0.09805
21740,"Evanston, WY",520,0,182,-4.5,-21.4,0.6,-2.2,-89,1.9,39.6,11.7,10.1,-3.5,3.7,18.3,135.7,15.1,-38.2,247.9,14.2,-2,250,150,8553,0.06084
21780,"Evansville, IN-KY",6183,1.1,62.2,8.8,296.5,1447.2,209.6,487.7,78.6,136.9,76.6,106.7,43.4,139.6,110.9,699.3,992.8,15.6,729.9,331.9,207.5,2000,100,148538,0.04162
21820,"Fairbanks, AK",5143,0.1,65.8,23.9,290.3,162.7,102.2,407.1,554.6,31.1,62.7,54.8,74.8,8.7,91.5,1167.2,411.6,166.7,1275,154.8,37.8,2000,200,39235,0.13108
21840,"Fairfield, IA",234,0,0.7,-0.2,27,4.4,3.8,-24.6,1.3,1.9,10.3,0.2,7.3,2.1,6.3,21.4,31.9,10.1,98.2,23.1,8.9,100,100,6830,0.03428
21860,"Fairmont, MN",629,0,1.6,-0.3,20.6,44.7,5.5,-40.5,20.1,9.2,1.2,6.1,5.7,3.8,3.3,97.5,119,29.5,229.1,30.4,42.1,250,100,9912,0.06345
21900,"Fairmont, WV",759,0.1,126,6,-7.3,-7.2,41.7,88,6.9,22.1,15.7,32.6,37.7,21.9,31.9,-304.2,144.5,5.8,457.8,8.7,30.3,500,100,23894,0.03176
21980,"Fallon, NV",740,0,-54.2,6.1,32.8,7.1,20.4,40.3,97.6,23.5,3.6,-2.2,12.6,16.5,73.2,148.4,43.9,28.9,160.4,54.4,26.9,250,100,9808,0.07548
22020,"Fargo, ND-MN",7922,0.5,93,11.8,714,489.2,453.9,253.1,558.7,212.7,120.9,162.5,157.9,-37.3,228.9,334.6,1033.4,438.9,2198.2,354.1,142.6,5000,650,122263,0.06479
22060,"Faribault-Northfield, MN",2459,0.1,5.9,-2.1,90.1,310.9,31,-40.3,98.2,33.9,2.2,28.9,40.9,22.5,-16,439.5,319.4,145.6,690.3,147.3,110.9,750,100,32831,0.0749
22100,"Farmington, MO",987,0.1,-2.6,0.6,-12.5,68.9,25.5,34.3,28.3,18.9,23.7,15.3,21.7,34.1,23.4,261.9,81.5,50.3,322.8,4.1,-13.1,500,100,25505,0.0387
22140,"Farmington, NM",4477,1.7,1324.7,-9.8,436.2,95.3,57.6,42.3,92.4,55.1,69.7,45.2,90,25,42.3,112.9,354,229.4,1148.8,179.7,84.9,2000,100,45668,0.09804
22180,"Fayetteville, NC",7524,-0.1,-0.4,0.8,186.3,754.7,120.9,191.1,100.6,118.9,9.7,156.8,160.2,28.9,110.6,929,1038.5,443,3447.9,163.4,-437.4,5000,150,119276,0.06308
22220,"Fayetteville-Springdale-Rogers, AR-MO",4902,3.7,34.3,-48.4,248.3,1631.6,52,-1088.9,-364.5,67,43.6,69.1,177.7,-689.5,381.1,-824.5,1914.8,186.4,2882.3,99.6,126.6,5000,100,228512,0.02145
22260,"Fergus Falls, MN",1967,0.2,13.1,-7.5,76.9,219.7,14,-75.5,58.5,24.8,1.9,16.8,26.1,10.1,4.1,289.7,405.5,120.1,542.9,116.7,108.6,750,100,27684,0.07104
22280,"Fernley, NV",1669,0,-46.9,5.9,82.4,40.3,53.3,95.5,211.1,23.3,11.2,-3.7,28.5,48.9,178.1,270.5,88.9,64.7,337.1,101,79.1,500,100,21754,0.07673
22300,"Findlay, OH",2536,0,3.7,3.8,97.2,429.1,62.6,31.2,61.6,12,11.2,39,64.6,44.1,183.6,345.6,201.7,114.5,725.6,61.5,43.1,750,100,35819,0.0708
22340,"Fitzgerald, GA",163,-0.6,0.3,-0.3,3.9,40.9,4.2,-21.6,10.1,3.4,-1.6,3.5,6.5,2.4,5.4,2.2,20.8,8.1,70.9,5.5,-0.6,100,100,6159,0.02653
22380,"Flagstaff, AZ",3060,0.1,2.6,-20,94.4,78.1,10.8,-32.6,75.3,74.6,2.8,-3.4,16.4,11.7,250,-193.7,239.8,683.1,1778.4,-0.6,-7.5,2000,150,51666,0.05923
22420,"Flint, MI",19384,0.6,11.7,17.7,375.3,2262.1,517.8,1308,358.1,186.4,49.1,227,511.7,84.9,1516.9,2779.7,1966.5,1009.6,5223.8,627.8,349.8,10000,150,160252,0.12096
22500,"Florence, SC",3655,0.4,0,0.6,88,196.2,142.1,178.4,-122.9,22.2,-60.6,36.2,67.3,11.3,279,56.9,534.4,208.6,1918.9,-59.6,157.9,2000,100,82012,0.04457
22520,"Florence-Muscle Shoals, AL",2080,-3.3,-14.6,-18.7,6.5,244.9,5.4,-93,-37.7,38.7,11.3,-4.9,12.5,51.6,239,212.3,517.1,159.1,680.6,19.7,53.1,750,100,54739,0.03799
22540,"Fond du Lac, WI",3751,0.5,10.5,2.5,88.1,656.7,89.1,100,19.4,81.7,33.3,24.6,52.4,38.5,245.8,223.4,372,198,1009.4,218.9,285.7,2000,100,52009,0.07212
22580,"Forest City, NC",1793,-0.1,-1.2,-1,57.8,428.6,34.8,6.7,26,37.9,2.6,18.1,21.8,9.9,15.1,181.9,207.3,144.3,611,22.1,-30.8,750,100,26723,0.06709
22620,"Forrest City, AR",256,0.2,0.8,-3,8,91.3,-5.7,-36.8,-16.3,5,1.2,4.7,1.4,-2.4,10.4,-30.3,115.1,2.5,95.8,0.4,13.6,250,100,7858,0.03257
22660,"Fort Collins, CO",7992,2.1,200.3,14.5,420.4,-117.6,252.4,478.3,380.4,14.2,-59.4,296.4,-60.4,36.2,64.8,-51.3,1196.8,736.3,3066.8,532.4,588.7,5000,150,153912,0.05193
22700,"Fort Dodge, IA",655,0,3.8,-1,105.6,1.6,-4,-30,-0.4,3.6,9.5,1.3,8,3.9,7.5,37.3,112.1,36.4,293.7,36.6,28.9,500,100,16231,0.04033
22780,"Fort Leonard Wood, MO",706,0,3.5,0.7,-4.2,26.2,6.7,25.9,20.9,6,11.5,6.2,14.1,11.6,4.8,155,30.7,21,401.1,10.8,-46.5,500,150,12481,0.05658
22800,"Fort Madison-Keokuk, IA-IL-MO",1122,0.1,2.1,-0.3,125.8,87.5,25.1,-59,14,9,12.2,7.6,18.8,5,34.4,81,172.1,53.1,416.4,62.5,55,500,100,26607,0.04218
22820,"Fort Morgan, CO",495,0,77.6,2.8,35.7,-121.6,17.7,-3.3,37.4,-6.1,-3.5,14.3,-4.3,1.8,2.6,-6.7,88.9,27.9,233.3,26.5,73.9,250,100,14781,0.03347
22840,"Fort Payne, AL",992,-3.1,-0.4,-7.7,2.2,298.8,15.6,-30.3,-49,8.2,4,1,3.6,20.1,84.8,99.6,227.3,43,238.3,9.7,26,500,100,25832,0.03839
22860,"Fort Polk South, LA",974,7.5,52,0.2,185.6,38.3,17.7,-0.5,29.9,25.7,6.6,2.5,118.4,4,36.9,-60.9,160.4,24.4,329.1,22.5,-26.2,500,100,15549,0.06264
22900,"Fort Smith, AR-OK",4361,3.2,244.6,-14.5,188.7,1428.4,16.8,-252.8,-106.2,31.4,-4.8,28.8,81.7,-60.9,305.8,201.5,906.5,349.4,893,50.5,69.4,2000,100,105325,0.0414
23060,"Fort Wayne, IN",8781,0.3,0,3.4,353.2,2857,362,649,-41.6,280.9,89.1,130.2,21.1,16.4,-23,1049.1,1366.7,-9.2,945.6,498.1,232.3,5000,100,203448,0.04316
23140,"Frankfort, IN",607,0,-0.1,0.2,22.4,303.1,17.6,12.8,-6.9,10.3,3.4,5.5,-3.5,0.5,-3.6,70,77.7,-0.1,55.4,23.8,18.8,500,100,13723,0.04426
23180,"Frankfort, KY",2008,0,5.7,2.3,10,288.1,31.7,26.3,22.5,15.3,65.2,7.9,70.5,136.5,246.9,24.7,156.8,31,349.4,44.7,472.3,500,100,32604,0.06158
23240,"Fredericksburg, TX",761,0,28.3,0.9,66.1,48,16.2,61.3,8.7,3.3,-5.8,4.2,3.1,5.9,12.2,61.2,83.1,71.6,261.7,25.9,5.4,500,100,10794,0.07054
23300,"Freeport, IL",1246,0,2.4,0.5,83.1,131.1,37.9,17.6,2.3,25.9,3.7,16.1,35.9,9.3,69.7,64.7,181.9,84.3,372.8,58.6,48.6,500,100,21245,0.05867
23340,"Fremont, NE",488,0,-1.1,-2.2,16.7,14.8,4.1,10.6,11.5,-1,8.1,-1.2,4.9,3.4,56.6,62.2,20.1,86.5,149.2,26.5,18.4,250,100,18953,0.02575
23380,"Fremont, OH",2458,0,6.7,7,109.7,584.6,51.1,45.1,64.7,11.3,9.4,40.5,51.2,14.4,126.9,276,184.6,154.5,623.5,49.5,47.2,750,100,29868,0.08228
23420,"Fresno, CA",30779,-0.8,5.8,101.9,1245.9,1926.4,1246.3,2919.3,544.7,603.6,-47.1,169.4,552.8,124.5,1136.9,2595.8,3519.3,2225.2,8578.9,2282.3,1048.4,10000,150,371133,0.08293
23460,"Gadsden, AL",1693,-1.5,-5.4,-13.2,3.3,189.6,32.2,53.4,-53.3,20.9,5.4,-1.5,9.4,31.3,210.1,135.5,460.8,105.8,419.1,48.8,42.4,500,100,38713,0.04373
23500,"Gaffney, SC",1015,0.6,-0.1,1.5,33.7,165.5,65.3,63.1,-69,-6.3,-9,9,14.2,2.6,91.7,16.6,104.4,62.2,459,-28.1,38.1,500,100,25733,0.03944
23540,"Gainesville, FL",6239,-1.3,4.9,-2.3,150.6,158.1,97.1,227.5,115.2,110.8,-53.6,104.5,93.3,14.8,428.7,1852.4,272.6,380.8,2019.9,271.2,-6.2,5000,150,106798,0.05842
23580,"Gainesville, GA",2533,-0.2,0,-4.4,110.1,327.1,101,-176.3,187.8,158.3,-30.2,81.9,172.2,73.9,43.7,28.4,245.7,249.3,877.7,91.3,-4,1000,100,83889,0.0302
23620,"Gainesville, TX",1282,0.3,186,3.2,70.1,121.3,32.6,28.2,15.2,14.5,-8.4,7.9,5.1,9.6,22.1,91.8,73.9,251.7,307.2,39.8,9.2,500,100,17609,0.07279
23660,"Galesburg, IL",1366,0.1,2.6,1.7,56.6,123.6,32.4,61.5,22.3,11.8,1.2,17.7,27.9,19.3,43.9,64.8,195.9,77.8,455.4,58.8,90.3,500,100,21664,0.06304
23700,"Gallup, NM",1553,0.3,42.8,-2.1,130.4,32.3,24.4,-60.6,44.1,34.1,27.9,11.8,23.1,5,28.4,71,180.4,87.5,737.2,54.4,80.9,750,150,20683,0.07509
23780,"Garden City, KS",585,0,38,-8.8,57.5,-63.2,-2,-17.3,-19.5,1.9,12.8,7.1,11,1.6,-5.6,131,105.1,27,249.4,15.7,43.3,250,100,19662,0.029760000000000002
23820,"Gardnerville Ranchos, NV",1623,0,-16.2,8.2,64.5,24.4,33.7,79.4,47.9,26.1,11,-4.3,31,51.7,162.8,250.3,102.2,64.8,507.9,95.7,81.3,750,100,18868,0.086
23860,"Georgetown, SC",1516,0.9,1.9,3,35.5,36.9,25.3,60.2,-9.3,5,-13.1,14.9,25.3,1.4,54.1,17.7,171.1,192.5,860.5,-8.5,40.8,1000,150,25456,0.05955
23900,"Gettysburg, PA",4580,2.1,19,12,307.3,630.6,154.7,485.3,218.3,67.8,9.6,-2.1,149.6,29.6,129.9,226,416.3,203.2,1216.3,291.1,13.5,2000,150,50088,0.09144
23940,"Gillette, WY",1937,0.1,1056.3,-11.6,-57,6.9,0.7,-178.7,20.2,17.7,27.5,28.8,-7.4,16.6,109.4,299.4,21.4,-69.3,588.3,69.3,-2,2000,250,23299,0.08312
23980,"Glasgow, KY",1237,1.3,3.5,5.2,8.2,258.5,60.6,49,39.2,18.1,39.3,2.7,29.5,102.1,143,17.2,152.3,20.6,206.5,20.5,59.6,500,100,21650,0.05714
24020,"Glens Falls, NY",7435,6.8,19.2,22.8,384.2,634.6,229.3,684.2,276.5,19,73.8,45.8,172.3,72.2,409.4,92.5,625,597.7,2257.4,419.7,392.3,5000,200,55920,0.13295
24060,"Glenwood Springs, CO",3405,0.5,93.1,5.4,154.7,1,46.3,69.2,165.4,3.8,-10.1,136.4,-2.5,7.2,10.7,-14.8,237.2,640,1492.8,157.3,211.2,2000,200,39670,0.08583
24100,"Gloversville, NY",2801,0.6,3.9,11.7,142.5,326.1,94.5,215.1,217.3,1.7,22.1,21.4,66.6,29.7,119.1,32.1,439.8,90.5,606.9,201.3,158.4,750,100,23706,0.11817
24140,"Goldsboro, NC",2451,-0.1,-0.8,0.9,88.5,440.1,39.7,47.3,29.1,16.3,4.2,26.7,35,25,16.4,346.1,352.9,132,983.7,48.4,-180.1,1000,100,46113,0.05316
24220,"Grand Forks, ND-MN",3107,0.8,80.9,6.4,232.3,170.1,72.7,101.9,218,25.1,20.2,57.6,42.2,-0.9,66.7,157.6,546.1,189,923.1,134.2,62.8,1000,100,48917,0.06351
24260,"Grand Island, NE",1091,-0,-2.4,-2.6,39.3,-79.5,19.2,-42.7,-7.7,0.8,20.8,3.9,-2.6,7.3,156.1,138.7,65.5,246.3,420.7,42.5,67.8,500,100,41629,0.02621
24300,"Grand Junction, CO",3848,0.1,458.4,13,170.3,20.3,125.8,127.9,219.2,-2.2,-27,102.2,-1.3,6.7,62.8,-8.8,540.5,269.7,1327.4,194.3,248.3,2000,150,60483,0.06361
24330,"Grand Rapids, MN",1523,7,66.7,-5.4,50,82.7,9,-58,33,8.6,1.3,14.5,17.4,4.8,16.5,209.6,266,143.4,473.5,78,104.5,500,100,19295,0.07894
24340,"Grand Rapids-Wyoming, MI",59173,16.8,31.8,60.6,1227.3,11079.3,2071.4,3123.9,792.5,600.9,178,585,1293.7,244.1,5575.8,8811,4765.6,2723.1,13339.8,1959,693.1,275000,650,499872,0.11838
24380,"Grants, NM",576,0.1,70.5,-1.1,43.7,17.2,7,-18,10.7,9.1,9.9,2.8,8.7,2.1,18.3,16.1,61.2,95.5,175.6,12,34.4,250,100,7189,0.08009
24420,"Grants Pass, OR",2283,7.9,3.9,2,96.5,219.9,43.6,47.4,66.7,45.1,13.6,28.5,32.7,21.3,34,263.6,127.9,121.1,953,102.6,51.4,1000,150,29728,0.07679
24460,"Great Bend, KS",565,0,92.6,-3.5,49.8,102.8,-6.8,-25.9,-10.2,-0.9,14.4,8.5,9,2,-4,91.2,85.2,16.7,113.3,12.3,18.1,250,100,12914,0.04372
24500,"Great Falls, MT",1707,0,22.7,3.6,81.1,85,32.9,258.8,44.6,65,59.5,22.9,49.2,10.9,14.5,13.8,143.4,82.7,693.6,61.7,-39.2,750,100,34680,0.04921
24540,"Greeley, CO",7586,0.3,901,16.7,500.4,-291.9,324.6,245.6,661.3,20.8,-62.8,229.5,-31.3,57.3,140.5,-69.5,964.9,521.5,2452,427.5,578,5000,100,153105,0.04955
24580,"Green Bay, WI",11954,8,18.3,1.8,241.2,1350.5,356.7,516.1,-31.6,242.8,159,89,223.1,192.7,953.2,786.8,1142.4,1066.3,3486.7,643.7,507.6,5000,200,161864,0.07385
24620,"Greeneville, TN",1178,0.2,6.3,2.1,4.1,576,16.5,-77.4,44.2,8.7,-6,4,8.1,0.7,128.3,-46.2,157.9,66.4,237,17,30.2,750,100,26884,0.04382
24640,"Greenfield Town, MA",4571,7.9,5.4,20.6,212.8,218.7,154.2,335.7,236.3,47.5,12.1,15.2,42.8,38,71.3,691.3,593.6,337.3,1091.7,336.2,102.6,2000,100,37021,0.12348
24660,"Greensboro-High Point, NC",22950,-0.2,3,2.7,552.4,4536.4,663.4,1095.9,430.9,335.9,43,319.4,431.3,264.8,616.1,2115.2,2318.8,1481.8,7571.9,418.5,-250.9,10000,150,329970,0.06955
24700,"Greensburg, IN",535,0.2,1.8,-0.3,23.9,275.1,20.7,-2.7,-5,3.2,4,6.7,1.7,2,2.6,52.4,66.8,0.8,41.7,22.1,17.5,500,100,12873,0.04158
24740,"Greenville, MS",475,0.1,5.1,-1.7,27.1,13.8,6.3,-103.4,18.2,10.3,16.4,3.3,-1.2,2.7,-51.1,113.5,175,130.1,85.3,-1,26.3,250,100,17955,0.02646
24780,"Greenville, NC",4412,0,-0.6,-0.9,111.2,515,48.1,131.2,19.3,83.2,7.8,72.4,57.3,45.7,91.3,667.6,648,192.8,1725.8,71.7,-75.6,2000,150,69563,0.06342
24820,"Greenville, OH",1830,0.5,6.2,2.4,105.2,461.3,82.7,13.7,38.6,7.2,9.6,22.5,45.8,6.3,100.3,216.6,160,94.6,388.6,32.6,34.8,500,100,25099,0.07289
24860,"Greenville-Anderson-Mauldin, SC",17208,0.8,0.7,10.5,453,1574,653.5,1347.8,-473.5,-73.7,-204,134.7,512.4,52.4,1676.8,342.1,2122.1,1371.3,7582,-269.9,395.5,10000,100,385887,0.04459
24900,"Greenwood, MS",392,4.5,1.5,-4,34.6,78.6,13.1,-80.6,7.7,14.8,10.7,-0.5,1,1.4,-43.7,102.1,160.6,41.5,24.3,3.1,22,250,100,14592,0.0269
24940,"Greenwood, SC",1633,0.6,-0.9,6.9,41.6,191.2,46.5,145.9,-34,-14.1,-14.2,9.8,28.8,2.5,121.2,18.3,247.5,88.7,691.5,-23.8,78.6,750,100,39987,0.04083
24980,"Grenada, MS",203,0.8,3.7,-1.2,18.3,80,6.2,-49.6,4.9,9.3,6.9,-0.2,0.7,0.4,-51.4,50.3,76.4,18.5,15.9,1.2,11.2,100,100,9106,0.02224
25060,"Gulfport-Biloxi-Pascagoula, MS",4749,1,124.5,-28.2,524,681.6,65.7,-425.1,163.9,200.3,157.9,-47.7,-59.6,23.1,-422,732.2,989,882,1145.8,72.2,-31,2000,100,143940,0.033
25100,"Guymon, OK",303,0,88.8,0.1,38.2,3.6,3.9,-13.8,6.3,-7.6,-3,0.8,13.9,11.5,1.4,106.7,10.8,17.7,14.2,2.5,7.2,250,100,8919,0.03403
25180,"Hagerstown-Martinsburg, MD-WV",6563,0.3,32.7,18.6,57.9,450,283.7,617.6,197.8,179.5,-1.2,157.7,255.5,95.5,493.3,-448.7,1163.6,417.1,2305,259.4,27.5,5000,150,117214,0.05599
25200,"Hailey, ID",251,-0.1,1.3,-1.6,1.9,-12.2,-4.8,-52.5,7,10.4,-10.2,-24.8,16.3,-0.1,-23.1,114.9,12.5,71.9,142.8,30.8,-29.3,250,100,10702,0.02347
25220,"Hammond, LA",3053,1,83,2.9,532.6,147.2,98.6,105.8,115.5,84.4,21.5,25.2,151.3,15.5,92,-233.8,658.1,109.5,986.7,55.7,0.7,1000,100,48637,0.06278
25260,"Hanford-Corcoran, CA",4020,0,11.4,12.5,125.3,339.1,121.8,293.2,105.2,78.9,-2.2,19.8,47,13.4,117.3,325.3,427.1,662.3,1125,185.2,12.4,2000,100,49773,0.08077
25300,"Hannibal, MO",701,0,-0.9,0.2,-7.5,43.1,25,-14.3,17.1,9.9,16.2,7.2,12.8,17.8,8.3,158.2,88,46,271.6,9.1,-6.6,500,100,18051,0.03886
25420,"Harrisburg-Carlisle, PA",22417,6.5,21.4,65.9,898.1,1295.8,928.3,2644.4,1097.3,354.7,84.8,31.8,1185,329.5,1178.3,1086.7,2303.4,1597.6,5656.1,1544.2,107.6,10000,100,264250,0.08483
25460,"Harrison, AR",515,0.5,1.5,-6.6,18.2,212.2,3.7,-74,-79.2,9.1,3.1,7.1,6.8,-12.8,22.6,-64.9,184.1,14.7,246.1,7.2,16,250,100,16725,0.03081
25500,"Harrisonburg, VA",3800,0,-0.2,1.8,-95.2,507.3,101.2,170.4,127.4,18.7,30,72.5,52.1,17.4,249.8,170.9,566.7,377.6,1234.5,91.1,106.2,2000,100,61910,0.06138
25540,"Hartford-West Hartford-East Hartford, CT",50417,-2.9,-1,66.2,1086.6,2649.3,1619.2,5512,1320.5,655.8,1139.7,858.7,1684,468.7,2766.3,4948.6,7875.5,3016.6,9734.4,3143.3,1875.6,10000,100,595339,0.08469
25580,"Hastings, NE",517,0,-0.4,-4.7,14.8,41.3,-4,28.1,11.2,3.1,6.1,-0.3,1.3,2.8,36.8,53.7,36.7,68.4,177.1,22.8,22.2,250,100,14966,0.03455
25620,"Hattiesburg, MS",1578,2.9,104.2,-10.9,164.1,84,45.1,-103.5,57.7,48.8,62.1,-15.6,-9.1,12.8,-150.1,406.4,415,280.5,150.2,1.1,32.1,500,100,53837,0.0293
25700,"Hays, KS",570,0,83.3,-0.3,40,62.1,-14.2,-20.8,-13.3,1.4,9.6,12.3,13.3,5.8,-6.3,104,89.1,17.4,146.3,14.8,25.7,250,100,12817,0.04447
25720,"Heber, UT",1037,0,8,-4.9,-50.5,2.5,-4.2,-100.4,39.1,-4.8,-18.4,-1.5,1,7.1,25.6,238,28.6,494.2,392.8,-7.1,-8,500,200,15191,0.06827
25740,"Helena, MT",1612,0.6,8.6,-1.1,96.1,83.6,29.2,198.3,1.2,78.9,58,32.4,81.8,8,3.6,20.5,130.2,55.3,615.6,114.1,-3.1,750,100,37038,0.04352
25760,"Helena-West Helena, AR",202,0.2,1,-1.9,5.9,57.1,-3.3,-29.6,-10.9,4.3,0.9,3.7,0.8,-2,11.1,-33.5,95.4,1.3,89,0.3,12.1,100,100,6385,0.0316
25780,"Henderson, NC",990,-0,-0.3,0.4,31.2,195.6,20.3,-33.1,21.2,7.6,1.9,14,18.5,6.6,-8.7,123.1,143.6,67.6,384.9,14.2,-18.8,500,100,18660,0.05303
25820,"Hereford, TX",322,0.1,28.8,1.3,29.3,-0.1,11.4,12.6,4.6,4,-2.2,4.5,0.7,2.2,3.6,53.1,37.3,17.6,92.6,15.9,4.4,100,100,8339,0.03856
25840,"Hermiston-Pendleton, OR",2582,6,6.4,2.3,102.8,383.7,44.7,-8.6,63.3,31.8,9.8,17.8,34.4,17.8,55.3,353,134.2,123.6,979.3,65.9,158.6,1000,150,35955,0.07181
25860,"Hickory-Lenoir-Morganton, NC",10718,-0.3,2.9,3.1,235,3839.8,317.7,103.2,93.3,73.9,11.3,110.4,152.7,113.7,121.4,851.8,970.6,662.5,3073.8,139.1,-158.3,5000,150,157013,0.06826
25880,"Hillsdale, MI",2232,0.5,2.8,2.7,45.2,508.4,42.3,100.3,38.5,24.1,4.9,18,35.7,5.5,144.1,439.2,190.5,60.3,459.4,70.9,39.3,750,100,19171,0.11645
